name|artist|genre|lyrics
Still Counting|Volbeat|metal|"
counting all the assholes in the room
well i'm definitely not alone, well i'm not alone
you're a liar, you're a cheater, you're a fool
well that's just like me yoo-hoo and i know you too
mr. perfect don't exist my little friend
and i tell you it all again, and i'd do it again
counting all the assholes in the room, well i'm
definitely not alone, well i'm not alone


look deep into yourself before you blame
all others for betrayal now for betrayal
i promise, so easy to say, and easy you fail, and you'd do it again


well the music seems to cover
and the liquid through the colors
well i turn my back and
go for all the better things in order


well maybe you think your lie is safe
but i read you like a letter, yeah like a letter
your charm do not evens the pain
it fills me with rage, and you'd do it again


well the music seems to cover
and the liquid through the colors
well i turn my back and
go for all the better things in order
well the music seems to cover
and the liquid through the colors
well i turn my back and
go for all the better things in order


and a gangster keeps on telling
that he got a song that matters
so i flip a coin towards him
thank you very much for listening"
Dead Man's Chest|Parkway Drive|metal|"
when your lungs collapse
when your last breath fails
when my reflection, as faded as a sentiment
convulsions constrict your flesh, into a portrait of agony
crushed! into a portrait of agony
of agony


this, this is cataclysmic failure
as you're looking, refuse to prevail
this is, this is pointless suffering
how does it feel to know you brought this shit on yourself?
the timing of consequence
your actions have their price
oh you'll pay for your mistakes
as pity grips your nerves
you'll get what you deserve
now brace yourself


as all, hell, breaks
all hell breaks loose!


all hell breaks loose, yeah
fucked up this system
shut it down
drowned in disease
stop, cut all based upon
we know all from our lamenting
suffocation of a race
the persistent beings of, life!"
Fra vadested til vaandesmed|Taake|metal|"jeg svoemte naer bunnen igjen
jeg tilboed min sjel
moekk og fluer i ditt haar
svovel paa ditt jomfrulaar

vandrer paa randen
avgrunnens glatte kant
saa lenge siden
alt haap forsvant
dyret i dypet
stirrer oppned paa din sjel
sparker inn doeren
og gjoer deg hel
klamt lys
baklengs inn i ilden
vidoere fatdets aand
skjoed og doed
lag din egen maske
stygg og slu
av vrakgods
det finnes inget krukke av gull
under truende skyer"
K.I.N.G|Satyricon|metal|"bloodshot eyes - metal skin
serpents tongue - dagger claws
dragon wings - crooked horns
k.i.n.g

beholding the might
in its dawn of grace
in its beauty and light
in its pride and glory
rushing torrent - time and space
elder lords - crack the soil
gone or dead - you've never been
kingdom come - hear the roar
climbing down to rule the earth

bloodshot eyes - metal skin
serpents tongue - dagger claws
dragon wings - crooked horns
k.i.n.g

upon high places
with their heads up high
with their lives at stake
with their blades at hand
triumph come - beyond the gate
giants rise - from the pits
worlds collide - chaos reign
dawn of gold - age of gods
climbing down to rule the earth

bloodshot eyes - metal skin
serpents tongue - dagger claws
dragon wings - crooked horns
k.i.n.g

lighting strikes - wake up now
he the fourth - hate the weak
summon all - make the signs
legions march - earth the void
climbing down to rule the earth

bloodshot eyes - metal skin
serpents tongue - dagger claws
dragon wings - crooked horns
k.i.n.g"
Abigail|Motionless In White|metal|"burn baby burn
she's a witch, she's a witch and i'm a heretic
so, learn baby learn
she's a witch, she's a witch and i'm a heretic so, learn

oh abigail how could you do this to us?
you were a product of lust (product of lust)
and now this rope on my neck stopped all the blood to my head
so, now salem please save me (salem please save me)

wish upon the stars, but they won't save you tonight
god has forsaken thee to hell, we're going to hang from the sky
feel the weight of the stones crush hard on your chest
confess, confess before you run short of breath
confess, confess here for your sins

burn baby burn
she's a witch, she's a witch and i'm a heretic so, learn
oh abigail how could you do this to us?

oh abigail how could you do this to us?
you were a product of lust (product of lust)
and now this rope on my neck stopped all the blood to my head
so, now salem please save me (salem please save me)

""it's not on a ship we'll meet again abigail...but, in hell.""
i'll see you when we both meet in hell
""i say god is dead!""

how could you?
when we both meet in hell"
Last Man Standing|Hammerfall|metal|"
(i) i am the one
(the one) who lost control
(control) but in the end i'll be the
last man standing
(i) i am the one
(the one) who sold his soul
(his soul) forever gone to be the
last man standing tall


glorious, noble in my mind
everything, a fight to win
taking all and giving
whatever my pride would let me
not backing down, not giving in


i wouldn't lose, i couldn't


(i) i am the one
(the one) who lost control
(control) but in the end i'll be the
last man standing
(i) i am the one
(the one) who sold his soul
(his soul) forever gone to be the
last man standing tall


i walk alone with my head held high
never felt that i belonged
stand my ground at all costs
running through life with blindfolds
just for the right, the right to be wrong


nothing would rule my world but


(i) i am the one
(the one) who lost control
(control) but in the end i'll be the
last man standing
(i) i am the one
(the one) who sold his soul
(his soul) forever gone to be the
last man standing tall




nothing would rule my world but


(i) i am the one
(the one) who lost control
(control) but in the end i'll be the
last man standing
(i) i am the one
(the one) who sold his soul
(his soul) forever gone to be the
last man standing
(i) i am the one
(the one) who lost control
(control) but in the end i'll be the
last man standing
(i) i am the one
(the one) who sold his soul
(his soul) forever gone to be the
last man standing tall


seeing clearer what i've done
i'd refuse to let things go
i could never once admit i'm wrong
and what do i have to show?
seeing clearer what's at stake
and the things i have to change
i just hope i can, it's not too late
to get a chance to end this pain"
A Succubus In Rapture|Dimmu Borgir|metal|"illness and plagues, torture and blight — is what she brings
mocking holy standards, deceiving feeble fools — is what she loves
granted with powers, gifted with magic
watching the world through raven eyes

damned woman
mischievous whore
heretic princess
devil's own

her seductive elegance
excites your weak flesh
her diabolical beauty
enchants your bewildered mind

you damned woman
you mischievous whore
you heretic princess
you are devil's own!

a serenade made out of black magic
she has learned to set souls afire
and makes sure that you never
will leave its trance

her diabolical beauty
enchants your bewildered mind..."
Keep On Rotting In The Free World|Carcass|metal|"the threads of global fabric are untied
the role of the western free world is in decline
still free to consume, free to breathe
free to exist, free to dream, your life of dreams

keep on rotting, keep on hoping, keep on dreaming
one day maybe, keep on rotting, keep on hoping
whilst in the real world you...

consumer or consumed, your life is cheap
economic salvation in sweatshops returned from the east
despair the only quality of strife
a reason for existence if you can afford the price
if your price is right

keep on rotting, keep on hoping, keep on dreaming
one day maybe, keep on rotting, keep on hoping
whilst in the real world you...

keep on rotting, keep on hoping, keep on dreaming
one day maybe, keep on rotting, keep on hoping
whilst in the real world you...

keep on rotting, keep on hoping, keep on dreaming
one day maybe, keep on rotting, keep on hoping
whilst in the real world you...

keep on rotting, keep on hoping, keep on dreaming
one day maybe, keep on rotting, keep on hoping
whilst in the real world you...

keep on rotting, keep on hoping, keep on dreaming
one day maybe, keep on rotting, keep on hoping
whilst in the real world you...

keep on rotting, keep on hoping, keep on dreaming
keep on rotting, keep on hoping
whilst in the real world you...
...rot!!!!!"
Battle Hymn|Manowar|metal|"by moonlight we ride
ten thousand side by side
with swords drawn, held high
our whips and armours shine
hail to thee, our infantry
still brave, beyond the grave
all have sworn the eternal vow
the time to strike is now

kill, kill, ohohohoh
kill, kill, ohohoh
kill, kill, ohohohoh
kill, kill, ohohohohoh

gone are the days when freedom shone
now blood and steel meet bone
in the light of the battle's way
the sands of time will shade
how proud our soldiers stand
with mace and chain in hand
sound the charge into glory ride
over the top of the vanquished pride

victory, victory, ohohohoh
victory, victory, ohohoh
victory, victory, ohohohoh
victory, victory, ohohohohoh

to the battle we ride
we crossed a starlit sky
no space, no time
we'll catch the wind
strange losses, men died
we crossed a starlit sky
and still no space and time
we'll catch the wind

kill, kill, ohohohoh
kill, kill, ohohoh
kill, kill, ohohohoh
kill, kill, ohohohohoh

sound the charge into glory ride
over the top of the vanquished pride
by moonlight we ride
ten thousand side by side

kill, kill, ohohohoh
kill, kill, ohohoh
kill, kill, ohohohoh
kill, kill, ohohohohoh

ahahahahahahahahahahahahahahhhhhh"
Carving A Giant|Gorgoroth|metal|"might and lust my work
no trust is for man
father of unholy damnation light
rewarding assistance for an ended life

to every living worm
write an omen
to every living walking
through the twilight

and every night there is a fire!!

singeing and burning
the curse of a child
bring the pain out

ours was spirit
raped intellegence
we exist...all...to awaken and save us from war!

the essence of doubt

carving a giant
carving the eye of a god
create me

torn so much
taint a love
chasing a giant
forcing the wakes of a storm

standing as human
facing a god
fighting and turning your secrets

and every night i am the flame
and every night there is a fire

to anyone..
raking the twilight"
The House of Wolves|Bring Me The Horizon|metal|"
show me a sign, show me a reason to give
a solitary fuck about your goddamn beliefs
i'm going blind, but one thing's clear
death is the only salvation you'll feel


brick by brick by brick
brick by brick by brick


what you call faith, i call a sorry excuse
cloak and daggers murder the truth
the bitter taste, there's nothing else
i'll bow for your king when he shows himself


brick by brick by brick
these walls begin to cave in
the house of wolves you built
whispers in a thousand tongues


show me your face, show me a reason to think
my soul can be saved if i sell you my sins
i'm going blind, but one thing's clear
death is the only salvation for me


brick by brick by brick
these walls begin to cave in
the house of wolves you built
whispers in a thousand tongues


the house of wolves you built
the house of wolves you built
the house of wolves you built
will burn just like a thousand suns


and when you die, the only kingdom you'll see
is two foot wide and six foot deep, yeah!
and when you die, the only kingdom you'll see
is two foot wide and six foot deep!
and when you die, the only kingdom you'll see
is two foot wide and six foot deep, oh!


brick by brick by brick
brick by brick by brick


brick by brick by brick
these walls begin to cave in
the house of wolves you built
whispers in a thousand tongues
brick by brick by brick
these walls begin to cave in
the house of wolves you built
will burn just like a thousand suns


you said you want me
now i'm here! now i'm here! now i'm here!
you said you want me
now i'm here! now i'm here! now i'm here!"
Stabbing the Drama|Soilwork|metal|"
i'm waiting...
i'm waiting


my declaration hurts, just wanna stab it right now!
congratulations, you've found yourself
been preaching too many times to an hysterical mind
so won't you fucking behave yourself
it's all in there, without despair


so you've saved your soul?
it always depends who will deliver
have you ever known
such a beautiful mind that gives you shelter


i'm waiting for something to show
i might as well
just drag me down so low


i'm down the drain and i've got nothing to fear
with a polluted mind
i had my share of losing
don't you ever cross that line


so you've saved your soul?
it always depends who will deliver
have you ever known
such a beautiful mind that gives you shelter


break the record, in a second
cherish your mental weapons
watch the progress from an aspect
that's stabbing the drama inside


i'm waiting for something to show
i might as well...
just drag me down so low
i'm waiting for something to show
my punishment
for being down so low


i can't believe how it used to be
selfish minds were abusing me
self-pity and determined to crawl
manipulation of a merciful soul


i'm waiting for something to show
i might as well...
just drag me down so low
i'm waiting for something to show
my punishment
for being down so low"
Prove Me Right|Memphis May Fire|metal|"
we put our lives in the hands of the ones that claimed they truly cared
come to find it's all just a lie and when we needed them no one was there!


i swear i'm not bitter
i just see them for what they are;
money hungry cowards!
sucking the blood out of artists and killing the art!
so count out the money you stole from starving artists you watched pave the way
but you know just as well as i do, without us you're just an empty name!


where were you when they had no faith in us?
where were you when they shut us out?
(it's funny you show up now)
and if it fell apart i know that you'd be nowhere to be found
we did this on our own
thanks for nothing!


the ones that kicked me when i was down
are the same ones that say they need me now
that's fine, i'll play the game but just know
i told you so!


i've seen the greed in their eyes
well i guess i'm nothing but a dollar sign
i've seen the greed in their eyes
well i guess i'm nothing but a dollar sign


four years gone by, now everything is fine, no thanks to you
you'll never know, nor do you care about what it took or the things we've been through!


where were you when they had no faith in us?
where were you when they shut us out?
(it's funny you show up now)
and if it fell apart i know that you'd be nowhere to be found
we did this on our own
thanks for nothing!


ignorance had me by the throat
from the day i learned how to sing
but now my eyes are open wide
and this is what i see


i see the greed in their eyes!
they had me fooled at first because i believed, all the lies!
oh, the lies!
i see the greed in their eyes!
they had us fooled at first but we're taking control this time
we're taking control this time!


where were you when they had no faith in us?
where were you when they shut us out?
it's funny you show up now
and if it fell apart i know that you'd be nowhere to be found
we did this on our own
thanks for nothing!


so count your money and i'll count my friends
we'll see who's richer in the end!"
Dez Moines|The Devil Wears Prada|metal|"
fall to your knees, accomplishing nothing
fall to your knees, only to exercise your schedule
abandon calendar
(what has come with such preaching is loneliness)
profit: zero
achievement: zero


forward can't be stopped
it just goes to show that some words are useless
it just goes to show that some words are useless
take all your medals
take all your ribbons
take all your awards
take them, take them back to the ground


our youth is lost;
a product of the created circumstances
all i can say is ""maybe""
(all i can say is maybe this is what i've been expecting all along)
now's the time of weakness
now's the time of blood
perhaps even the whole-hearted had wished for this


now's the time of weakness
now's the time of blood
and still the time of lions
push everything
force everything


we've all sung of the end
but who truly understands it?
(all along, all along)


forward can't be stopped
it just goes to show that some words are useless
it just goes to show that some words are useless
take all your medals
take all your ribbons
take all your awards
take them, take them back to the ground"
Mikasa|Veil Of Maya|metal|"
before me there stands an opportunity
there for the taking in this moment
this exact moment, i shall prepare myself
to face a monster, of which only i may conquer
conjure the power, bestowed upon our souls
conjure the power


align the stones, to form a message in the sand
i will never relinquish
it is written in the sand


which lies below me
staring back at a helpless man
(i've done all i can!)
it lies in the hands of those who seek a voice soaring above the rest
built from the ground
forming scratches upon the surface
we survive in wretched of times
we survive in wretched of times
conjure the power
we survive in wretched of times
conjure the power
we survive!
and we thrive in the most wretched of times


align the stones, to form a message in the sand
i will never relinquish
it is written in the sand


i've done all i can
i've done all i can
(be here!)


align the stones, to form a message in the sand
i will never relinquish
it is written in the sand


i've done all i can!"
Wrath of the Tyrant|Emperor|metal|"the wolves bark with wind in summertime
as the moon passes the shadows. it was a grim tale
the wolves pry the limbs from the conquered ones

carnage consumes the emptiness
wait till my spirits come forth
violate all his chosen ones
drink the fires of death

carrying the deaths of his fallen warriors
deep inside of him, in his eyes
walk upon this earth tonight
carrying the staff of cold souls

appear the sign of evil will

they appear, death and destruction
to a time (when) the angel cries
open your eyes again now, he is here
he is the master of fear

he is the wind, he is the storm
he is the woods, he is the roots
nobody will escape the wrath of the tyrant
forever the beast shall wander the earth"
Deathbeds|Bring Me The Horizon|metal|"
eyes like a car crash
i know i shouldn't look, but i can't turn away
body like a whiplash
salt my wounds, but i can't heal the way i feel about you
i watch you like a hawk
i watch you like i'm gonna tear you limb from limb
will the hunger ever stop?
can we simply starve this sin?


that little kiss you stole, it held my heart and soul
and like a deer in the headlights, i meet my fate
don't try to fight the storm, you'll tumble overboard
tides will bring me back to you


and on my deathbed, all i'll see is you
the life may leave my lungs, but my heart will stay with you


that little kiss you stole, it held my heart and soul
and like a ghost in the silence, i disappear
don't try to fight the storm, you'll tumble overboard
tides will bring me back to you


the waves will pull us under
tides will bring me back to you
the waves will pull us under
tides will bring me back to you
the waves will pull us under
tides will bring me back to you
tides will bring me back to you


that little kiss you stole, it held my heart and soul
and like a ghost in the silence, i disappear
don't try to fight the storm, you'll tumble overboard
tides will bring me back to you
that little kiss you stole, it held my heart and soul
and like a deer in the headlights, i meet my fate
don't try to fight the storm, you'll tumble overboard
tides will bring me back to you"
Follow The Reaper|Children Of Bodom|metal|"""death be not proud, though some have called thee
mighty and dreadfull, for thou art not so,""

loosing the war i'm feining to win
though i never tried to to strive deep from within
life could be beautiful for anybody it's for
but i'd swear this mothafuckin' shit is rotten to the core

the portal has been past and it's time to make a turn
to follow the reaper until the point of no return

when your blindly death-raying blade
weeps the griefs and fears away
i cross my heart and hope to die
thy freedom will be mine

sinking down in the ocean of severe emotions
grab a bottle to drink up the pain-reliefing potion
but after all, that got boring too
so no matter what happens, i couldn't give a damn or too

the portal has been past 'til the point of no return
no more lines to cross no more bridges to burn

now when your blindly death-raying blade
swept my griefs and tears away
i'd never go back to cross that line
i cross my heart and hope to die...

'i was only 21 when i died'"
House Of Sleep|Amorphis|metal|"
i will never sleep alone (never without you)
whatever you say to me
i already know
if i said something to you
you would take those words
there's so much power in those words


you don't know
you don't know nothing yet
about the dreams i have
i will make you sleep
you don't know
you don't know nothing yet
about the dreams i have
sleep is a house for lovers


you will be the mistress (of that house)
you will be given the wide belt
and the big key to the gate
if i said something to you
you would take those words
there's so much power in those words


you don't know
you don't know nothing yet
about the dreams i have
i will make you sleep
you don't know
you don't know nothing yet
about the dreams i have
sleep is a house for lovers


you don't know
you don't know nothing yet
about the dreams i have
i will make you sleep
you don't know
you don't know nothing yet
about the dreams i have
sleep is a house for lovers"
No More Regrets|Arch Enemy|metal|"
you choose your path
don't shift the blame
you ran your course
you lost sight of your aim
wrong choices linger
like scars remain
long after the bleeding stops
there's nowhere left to hide from the shame


never again
no! no more regrets
what's done is done, can't be erased
know, know your regrets
savor the bitter aftertaste


the crippling guilt, how heavy it can be
when searching for the right words
hoping the truth will bring you peace
a lesson learned is good company
for the lonely road you walk
each step forward - agony




it's hard to breathe!
thought process is crushing me
purge mistakes! strip the mind of its dignity


liar
liar




what's done is done - can't be erased
all i know is but regret
i can't shake this bitter aftertaste"
The Trooper|Iron Maiden|metal|"
you'll take my life but i'll take yours too
you'll fire your musket but i'll run you through
so when you're waiting for the next attack
you'd better stand there's no turning back
the bugle sounds the charge begins
but on this battlefield no one wins
the smell of acrid smoke and horse's breath
as i plunge on into certain death


oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh oh


the horse he sweats with fear we break to run
the mighty roar of the russian guns
and as we race towards the human wall
the screams of pain as my comrades fall
we hurdle bodies that lay on the ground
and the russians fire another round
we get so near yet so far away
we won't live to fight another day


oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh oh




we get so close, near enough to fight
when a russian gets me in his sights
he pulls the trigger and i feel the blow
a burst of rounds takes my horse below
and as i lay there gazing at the sky
my body's numb and my throat is dry
and as i lay forgotten and alone
without a tear i draw my parting groan


oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh oh"
(Weird) Manheim|Mayhem|metal|"
pure fucking armageddon
violent torture
death has arrived
armageddon
terror and fright
bleeding corpses
rotting decay


anarchy
violent torture
antichrist
lucifer
son of satan
pure fucking armageddon
pure fucking armageddon!"
Still Echoes|Lamb of God|metal|"
a thousand heads cut clean across their necks
right down the hall from me
the reich's relentless blade, thirsty and shining red
still echoes of their screams


this is a tarnished heirloom
passed down through iron fists
a shameful house of doom, a legacy of collapse
built on a painful truth


a thousand years of failure
a thousand years they bled
to the bear, the blitzkrieg, and the holy father
they just bowed their heads


they meekly did their time
counting the days
while harnessed to their rusty shackles
forever occupied, folded the crimson star
the rabbits turned to jackals
(still echoes of their screams)
still echoes of their screams


this is a tarnished heirloom
passed down through iron fists
a shameful house of doom, a legacy of collapse
built on a painful truth


a thousand years of failure
a thousand years they bled
to the bear, the blitzkrieg, and the holy father
they just bowed their heads


soviet hangover, eastern bloc
and dirty money still flows through locks
a killing ground of rebels, black marketeers
restrained, but there's no resistance here

south-east asia in a euro cell block
saigon's children conceal what they've got
the opium trail runs west through here
they're selling disease to erase all your fears

(still echoes of their screams)
still echoes of their screams


a thousand years of failure
a thousand years they bled
to the bear, the blitzkrieg, and the holy father
they just bowed their heads

i won't bow my head
(still echoes of their screams)
i won't bow my head"
Mephistopheles|Deicide|metal|"invective death, from the hand
to write the book of evil
terminus of the overture
recite the role of power

schizophrenic reflex, vesicate, mutilate
refuse the force on which you die
myrmidon of goethe
abortion of angels that flee for their lives
animated onslaught, expectorated discharge
elegy of evil, visions of light for thou has forgotten

adulation scripture, dominate, terminate
fascist author of gods
drubbing of his light fears
bring forth the atheist, sent to inseminate
aggravated blasphmere, insurrected one to tell
power through defile
mephisto is coming to claim me for hell

satan
take me mephistopheles
insurrect the shield of satan
grant me immortality
to rise"
Masses Of A Dying Breed|Miss May I|metal|"


somethings haven taken over who i am
i went cold finding my way back
places only seen by ones will want to be
lost consumes masses of a dying breed
hammered through life a nail to seal this demise
this light will show forever and a day

this is where i want to be
where there's comfort in everything
this is where i want to be
i have made it here from nothing

no recognition of who you are
don't you see this is where i want to be
you're only making excuses to hide what the truth is
you're only making a fool of yourself
unthought out excuses
you're only making a fool of yourself
unthought out excuses

this is where i want to be
where there's comfort in everything
this is where i want to be
i have made it here from nothing

this is where i want to be
where there's comfort in everything
this is where i want to be
i have made it here from nothing

this is where i want to be
where there's comfort in everything
this is where i want to be
i have made it here from nothing

i have made it here
this is where i want to be
but this is only half way there
somethings have taken over who i am
take it all back from where you came"
Trapped In A Corner|Death|metal|"i want to watch you drown in your lies
the end of your masquerade
a matter of time, interwining lies
domination, control

feed his twisted nature
it is sickening to see dreams die
a word of advice
fate's patience is growing short
fake down to your mind and appearance
you will fall short of the dreams to destroy

in time you will find yourself trapped in a corner
these four words, my friend
i promise you will not forget

i am one of many that see through your lies
hiding will do you no good, many seek revenge
soon to become a victim of what
you live to create and cannot have

it is sickening to see dreams die
a word of advice
fate's patience is growing short
fake down to your mind and appearance
you will fall short of the dreams to destroy"
Blacklist|Bring Me The Horizon|metal|"
so just like that you're fucking dead and gone
you can only wear a crown of thorns for so long
we built an empire and you took the throne
but you built it from bayonets and sat there alone


so just like that you're fucking dead and gone
you can only wear a crown of thorns for so long
we built an empire and you took the throne
but you built it from bayonets and sat there alone
i hope your queen was worth it
do you still serve her on your knees?
'cause you sat when the world was at your feet
just slept while we lived the dream


you won't miss the water till the river runs dry
you won't miss the sunset till it burns out the sky
you won't miss what you have till it's finally lost
but you don't miss a bastard when you're bearing his fucking cross


blacklist, nothing but a blacklist
with friends like you, there's no need for enemies
with friends like you, there's no need for anything
blacklist, you're nothing but a blacklist


well, truth be told i'm a little bit gutted
i mean you were always a prick, but we still seemed to love you
we started this together, and it should've stuck
but there's no room for a useless, miserable fuck
well, i know i was a cunt in the final days
it just filled me with venom, filled me with rage
to see someone not give a shit
despite of all of this


i won't see you around, i couldn't give a fuck
i'd rather slit my wrists than keep in touch
you're on my blacklist, and there's nothing left to say
we're finished breaking our bones, dragging dead fucking weight
i won't see you around, i couldn't give a fuck
i'd rather slit my wrists than keep in touch
blacklist, blacklist


blacklist, nothing but a blacklist
with friends like you, there's no need for enemies
with friends like you, there's no need for anything
blacklist, you're nothing but a blacklist


i won't see you around, i couldn't give a fuck
i'd rather slit my wrists than keep in touch
you're on my blacklist, and there's nothing left to say
we're finished breaking our bones, dragging dead fucking weight
i won't see you around, i couldn't give a fuck
i'd rather slit my wrists than keep in touch
you're on my blacklist, and there's nothing left to say
we're finished breaking our bones, dragging dead fucking weight"
White Washed|August Burns Red|metal|"
push your controlling values aside, and dissect your own life
it's not about my beliefs. it's about personal choice
it breaks your heart to see me consume
but it shatters mine to see people follow you
ask me to be blameless


you ask me to be blameless, you ask me to be blameless
but who are you to decide what's right?
don't say another word
don't say another word, you've crossed the line!
don't say another word, you've crossed the line!
don't say another word, you've crossed the line!
don't say another word, you've crossed the line!
let's go!


i won't hesitate to put you in your place
you are the straw that's crushing my back
you ask me to be blameless, you ask me to be blameless
but who are you to decide what's right?
don't say another word

however, i thank you for this pen and ink ammunition
thank you for the inspiration


you're the straw that's crushing my back
you are the salt that's burning my wounds
you're the straw that's crushing my back
you are the salt that's burning my wounds
you're the straw that's crushing my back
you are the salt that's burning my wounds"
Wait and Bleed|Slipknot|metal|"
i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed
i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed


goodbye


i wipe it off on tile, the light is brighter this time
everything is 3d blasphemy
my eyes are red and gold, the hair is standing straight up
this is not the way i pictured me
i can't control my shakes, how the hell did i get here?
something about this, so very wrong
i have to laugh out loud, i wish i didn't like this
is it a dream or a memory?


i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed


get outta my head 'cause i don't need this, why didn't i see this?
but i'm a victim, manchurian candidate
i have sinned by just
making my mind up and taking your breath away


i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed
i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed


goodbye!


you haven't learned a thing
i haven't changed a thing
the flesh was in my bones
the pain was always free
you haven't learned a thing
i haven't changed a thing
the flesh was in my bones
the pain was always free


i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed
i've felt the hate rise up in me
kneel down and clear the stone of leaves
i wander out where you can't see
inside my shell, i wait and bleed


and it waits for you"
Sparks|Parkway Drive|metal|"born of dust and stone
dead hearts, roaming a dying home
life leaves us all
white bones upon the shores of time
we are but sparks in a darkened world
and yet some things were born to burn

the napalm in your eyes
is all my cold heart needs
if you bring the matches...
i'll bring the gasoline!

i'm the same bad news as you
you're the same kind of ""fucked"" as me
i'm the same bad news as you
you're the same, you're the same as me!"
Indonesia|August Burns Red|metal|"this plane's going down in flames
and this time there's no black box to capture your last words
a situation we can't make any sense of
sacrifice costs all of us everything

this is the time to turn down our heads and turn up our hearts
there's no scale to, there's no scale to, balance this out
some say may those who curse days, curse this day
there's no scale to, there's no scale to, balance this out
oh

how does a man wrap his mind around eternity
when he can't even (when he can't even)
explain his own (explain his own) composition?
don't you see it's bigger than you?

he sleeps in the mountains of indonesia, and the white on his flag brings colors to shame, colors to shame
he sleeps in the mountains of indonesia, and the white on his flag brings colors to shame, colors to shame

the earth will swallow the water
the clouds refill the oceans
the earth will swallow the water and spit out
the clouds will refill, refill the oceans
the earth will swallow (old mountains crumble)
the water and spit out (stronger ones rise)
the clouds will refill (this is the portrait)
refill the oceans (humble and broken)

this plane crashed down in flames (down in flames)
with a man who lived, who died to better this world
david, rest in peace

he sleeps in the mountains of indonesia, and the white on his flag brings colors to shame, colors to shame
he sleeps in the mountains of indonesia, and the white on his flag brings colors to shame, colors to shame"
En Ring Til Aa Herske|Burzum|metal|"i en mørk skog med kalde tjern
et sted hvor herren av verdens
ild ikke rekker
i det mørkeste i den store
av natten - av tid
og de samlet seg
og blev dødens hus
barn av tidens krefter
bran av den mektiges sønner

vi står i en sirkel av svart




in a dark wood with cold lakes
a place where master of the world's
fire doesn't get
in the darkest great
night of the time
and they gathered
and became the house of the dead
sons of time's power
sons of the powerful sons
we stand in the black circle"
Bark at the Moon|Ozzy Osbourne|metal|"
screams break the silence
waking from the dead of night
vengeance is boiling
he's returned to kill the light


then when he's found who he's looking for
listen in awe and you'll hear him


bark at the moon
ha ha ha ha ha


years spent in torment
buried in a nameless grave
now he has risen
miracles would have to save


those that the beast is looking for
listen in awe and you'll hear him


bark at the moon
hey yeah, bark at the moon


they cursed and buried him along with shame
and thought his timeless soul had gone, gone
in empty burning hell - unholy one
but he's returned to prove them wrong (so wrong)
ooh, yeah baby




howling in shadows
living in a lunar spell
he finds his heaven
spewing from the mouth of hell


those that the beast is looking for
listen in awe and you'll hear him


bark at the moon
hey yeah, bark at the moon
hey yeah, bark at the moon
oh oh yeah, bark at the moon

"
Effigy of the Forgotten|Suffocation|metal|"torn away from my state of being
chosen to be forgotten
unspeakable pain as i leave this solid structure
as the earth becomes smaller, i reach a new plan
one so distant from where i was conceived

a heaping mass of fear is what we hold dear
for our loved ones who go to this heaven
thrown away even by god
sentenced to this celestial cell
....
how can life after death be more serene than life itself?

effigy of the forgotten

how can you cry when someone dies?
the lord will greet him
with open arms, that's what he wrote
i will never believe them
victims of deception, forward to regression
i must defy him"
Pressures|Parkway Drive|metal|"their voices search for me, through the darkness
yet i feel desire's cold grip upon my heart no more

my solitude
my shield
my armour

my solitude
my shield
my armour
tested with full force

i have seen the face of death
and i, i choose not to accept its form
i have seen the face of death

an army of demons summoned forth
upon this endless night they swarm
the fire in their eyes
like new suns shine through the abyss

i taste the fear
i see the weakness in their eyes
they cannot hide as i devour all

as the mountains crack and the oceans boil
a fury-tempered heart is forged
within the flames
this current of corruption will cease

as the mountains crack and the oceans boil
a fury-tempered heart is forged
within the flames
this current of corruption will ceas

i taste the fear
i see the weakness in their eyes
they cannot hide as i devour all

an army of demons summoned forth
upon this endless night they swarm
the fire in their eyes
like new suns shine trough the abyss

for i have seen
i have seen the face of death
i have seen the face of death
and i choose not to accept its form

my solitude
my shield
my armour

my solitude
my shield
my armour
tested with full force

their voices search for me, through the darkness
yet i feel desire's cold grip upon my heart no more"
